"Procedure
 Code",Rate Type Description,Rate Type,Modifier 1,Modifier 2,Modifier 3,Modifier 4,Min Age,Max Age,Post Op Days,Total Allowable Amount 07.2022,Relative Value,Prior Authorization Needed,Notes,TRI Indicator
40800,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
40801,DEFAULT,DEF,,,,,0,999,10, $54.50 ,,,,
40804,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
40805,DEFAULT,DEF,,,,,0,999,10, $54.50 ,,,,
40806,DEFAULT,DEF,,,,,0,999,0, $18.16 ,,,,
40808,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
40810,DEFAULT,DEF,,,,,0,999,10, $21.81 ,,,,
40812,DEFAULT,DEF,,,,,0,999,10, $54.50 ,,,,
40814,DEFAULT,DEF,,,,,0,999,90, $72.69 ,,,,
40816,DEFAULT,DEF,,,,,0,999,90, $109.02 ,,,,
40818,DEFAULT,DEF,,,,,0,999,90, $72.69 ,,,,
40819,DEFAULT,DEF,,,,,0,999,90, $168.97 ,,,,
40820,DEFAULT,DEF,,,,,0,999,10, $18.16 ,,,,
40830,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
40831,DEFAULT,DEF,,,,,0,999,10, $72.69 ,,,,
40840,DEFAULT,DEF,,,,,0,999,90, $446.95 ,,,,
40842,DEFAULT,DEF,,,,,0,999,90, $501.82 ,,,,
40843,DEFAULT,DEF,,,,,0,999,90, $654.45 ,,,,
40844,DEFAULT,DEF,,,,,0,999,90, $868.11 ,,,,
40845,DEFAULT,DEF,,,,,0,999,90, $508.73 ,,,,
41000,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
41005,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
41006,DEFAULT,DEF,,,,,0,999,90, $36.34 ,,,,
41007,DEFAULT,DEF,,,,,0,999,90, $36.34 ,,,,
41008,DEFAULT,DEF,,,,,0,999,90, $36.34 ,,,,
41009,DEFAULT,DEF,,,,,0,999,90, $36.34 ,,,,
41010,DEFAULT,DEF,,,,,0,999,10, $77.39 ,,,,
41015,DEFAULT,DEF,,,,,0,999,90, $29.08 ,,,,
41016,DEFAULT,DEF,,,,,0,999,90, $29.08 ,,,,
41017,DEFAULT,DEF,,,,,0,999,90, $29.08 ,,,,
41018,DEFAULT,DEF,,,,,0,999,90, $29.08 ,,,,
41019,DEFAULT,DEF,,,,,0,999,0, $305.60 ,,,,
41100,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
41105,DEFAULT,DEF,,,,,0,999,10, $39.96 ,,,,
41108,DEFAULT,DEF,,,,,0,999,10, $21.81 ,,,,
41110,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
41112,DEFAULT,DEF,,,,,0,999,90, $50.89 ,,,,
41113,DEFAULT,DEF,,,,,0,999,90, $50.89 ,,,,
41114,DEFAULT,DEF,,,,,0,999,90, $581.40 ,,,,
41115,DEFAULT,DEF,,,,,0,999,10, $124.28 ,,,,
41116,DEFAULT,DEF,,,,,0,999,90, $50.89 ,,,,
41120,DEFAULT,DEF,,,,,0,999,90, $327.04 ,,,,
41130,DEFAULT,DEF,,,,,0,999,90, $399.72 ,,,,
41135,DEFAULT,DEF,,,,,0,999,90, $944.79 ,,,,
41140,DEFAULT,DEF,,,,,0,999,90, $617.74 ,,,,
41145,DEFAULT,DEF,,,,,0,999,90," $1,017.46 ",,,,
41150,DEFAULT,DEF,,,,,0,999,90, $799.45 ,,,,
41153,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,,
41155,DEFAULT,DEF,,,,,0,999,90," $1,090.15 ",,,,
41250,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
41251,DEFAULT,DEF,,,,,0,999,10, $58.14 ,,,,
41252,DEFAULT,DEF,,,,,0,999,10, $109.02 ,,,,
41500,DEFAULT,DEF,,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
41510,DEFAULT,DEF,,,,,0,999,90, $363.39 ,,Yes,,
41512,DEFAULT,DEF,,,,,0,999,90, $438.60 ,,,,
41520,DEFAULT,DEF,,,,,0,999,90, $252.92 ,,,,
41530,DEFAULT,DEF,,,,,0,999,0," $2,191.90 ",,,,
41800,DEFAULT,DEF,,,,,0,999,10, $32.70 ,,,,
41805,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
41806,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
41820,DEFAULT,DEF,,,,,0,999,0, $192.59 ,,,,
41821,DEFAULT,DEF,,,,,0,999,0, $57.06 ,,,,
41822,DEFAULT,DEF,,,,,0,999,10, $178.06 ,,Yes,,
41823,DEFAULT,DEF,,,,,0,999,90, $307.79 ,,,,
41825,DEFAULT,DEF,,,,,0,999,10, $90.84 ,,,,
41826,DEFAULT,DEF,,,,,0,999,10, $109.02 ,,,,
41827,DEFAULT,DEF,,,,,0,999,90, $127.18 ,,,,
41828,DEFAULT,DEF,,,,,0,999,10, $189.69 ,,,,
41830,DEFAULT,DEF,,,,,0,999,10, $282.34 ,,,,
41850,DEFAULT,DEF,,,,,0,999,0, $21.81 ,,,,
41870,DEFAULT,DEF,,,,,0,999,0, $272.17 ,,Yes,,
41872,DEFAULT,DEF,,,,,0,999,90, $224.94 ,,Yes,,
41874,DEFAULT,DEF,,,,,0,999,90, $268.55 ,,,,
42000,DEFAULT,DEF,,,,,0,999,10, $32.70 ,,,,
42100,DEFAULT,DEF,,,,,0,999,10, $21.81 ,,,,
42104,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
42106,DEFAULT,DEF,,,,,0,999,10, $50.89 ,,,,
42107,DEFAULT,DEF,,,,,0,999,90, $398.99 ,,,,
42120,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
42140,DEFAULT,DEF,,,,,0,999,90, $36.34 ,,,,
42145,DEFAULT,DEF,,,,,0,999,90, $399.72 ,,,,
42160,DEFAULT,DEF,,,,,0,999,10, $21.81 ,,,,
42180,DEFAULT,DEF,,,,,0,999,10, $58.14 ,,,,
42182,DEFAULT,DEF,,,,,0,999,10, $109.02 ,,,,
42200,DEFAULT,DEF,,,,,0,999,90, $799.07 ,,,,
42205,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
42210,DEFAULT,DEF,,,,,0,999,90, $799.45 ,,,,
42215,DEFAULT,DEF,,,,,0,999,90, $581.40 ,,,,
42220,DEFAULT,DEF,,,,,0,999,90, $617.74 ,,,,
42225,DEFAULT,DEF,,,,,0,999,90, $617.74 ,,,,
42226,DEFAULT,DEF,,,,,0,999,90, $837.59 ,,,,
42227,DEFAULT,DEF,,,,,0,999,90, $814.33 ,,,,
42235,DEFAULT,DEF,,,,,0,999,90, $181.68 ,,,,
42260,DEFAULT,DEF,,,,,0,999,90, $218.04 ,,,,
42280,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
42281,DEFAULT,DEF,,,,,0,999,10, $14.55 ,,,,
42300,DEFAULT,DEF,,,,,0,999,10, $72.69 ,,,,
42305,DEFAULT,DEF,,,,,0,999,90, $109.02 ,,,,
42310,DEFAULT,DEF,,,,,0,999,10, $47.24 ,,,,
42320,DEFAULT,DEF,,,,,0,999,10, $72.69 ,,,,
42330,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
42335,DEFAULT,DEF,,,,,0,999,90, $87.22 ,,,,
42340,DEFAULT,DEF,,,,,0,999,90, $181.68 ,,,,
42400,DEFAULT,DEF,,,,,0,999,0, $47.24 ,,,,
42405,DEFAULT,DEF,,,,,0,999,10, $90.84 ,,,,
42408,DEFAULT,DEF,,,,,0,999,90, $109.02 ,,,,
42409,DEFAULT,DEF,,,,,0,999,90, $109.02 ,,,,
42410,DEFAULT,DEF,,,,,0,999,90, $218.04 ,,,,
42415,DEFAULT,DEF,,,,,0,999,90, $908.44 ,,,,
42420,DEFAULT,DEF,,,,,0,999,90," $1,017.46 ",,,,
42425,DEFAULT,DEF,,,,,0,999,90, $436.06 ,,,,
42426,DEFAULT,DEF,,,,,0,999,90," $1,249.30 ",,,,
42440,DEFAULT,DEF,,,,,0,999,90, $436.06 ,,,,
42450,DEFAULT,DEF,,,,,0,999,90, $399.35 ,,,,
42500,DEFAULT,DEF,,,,,0,999,90, $254.36 ,,,,
42505,DEFAULT,DEF,,,,,0,999,90, $399.72 ,,,,
42507,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
42509,DEFAULT,DEF,,,,,0,999,90, $799.45 ,,,,
42510,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
42550,DEFAULT,DEF,,,,,0,999,0, $32.70 ,,,,
42600,DEFAULT,DEF,,,,,0,999,90, $363.39 ,,,,
42650,DEFAULT,DEF,,,,,0,999,0, $18.16 ,,,,
42660,DEFAULT,DEF,,,,,0,999,0, $18.16 ,,,,
42665,DEFAULT,DEF,,,,,0,999,90, $36.34 ,,,,
42700,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
42720,DEFAULT,DEF,,,,,0,999,10, $87.22 ,,,,
42725,DEFAULT,DEF,,,,,0,999,90, $181.68 ,,,,
42800,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
42804,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
42806,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
42808,DEFAULT,DEF,,,,,0,999,10, $109.02 ,,,,
42809,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
42810,DEFAULT,DEF,,,,,0,999,90, $109.02 ,,,,
42815,DEFAULT,DEF,,,,,0,999,90, $356.11 ,,,,
42820,DEFAULT,DEF,,,,,0,12,90, $199.86 ,,,,
42821,DEFAULT,DEF,,,,,12,999,90, $218.04 ,,,,
42825,DEFAULT,DEF,,,,,0,11,90, $181.68 ,,,,
42826,DEFAULT,DEF,,,,,12,999,90, $218.04 ,,,,
42830,DEFAULT,DEF,,,,,0,11,90, $109.02 ,,,,
42831,DEFAULT,DEF,,,,,12,999,90, $109.02 ,,,,
42835,DEFAULT,DEF,,,,,0,11,90, $109.02 ,,,,
42836,DEFAULT,DEF,,,,,12,999,90, $109.02 ,,,,
42842,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
42844,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
42845,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
42860,DEFAULT,DEF,,,,,0,999,90, $101.73 ,,,,
42870,DEFAULT,DEF,,,,,0,999,90, $159.89 ,,,,
42890,DEFAULT,DEF,,,,,0,999,90, $436.06 ,,,,
42892,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
42894,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
42900,DEFAULT,DEF,,,,,0,999,10, $181.68 ,,,,
42950,DEFAULT,DEF,,,,,0,999,90, $485.48 ,,,,
42953,DEFAULT,DEF,,,,,0,999,90, $437.51 ,,,,
42955,DEFAULT,DEF,,,,,0,999,90, $181.68 ,,,,
42960,DEFAULT,DEF,,,,,0,999,10, $47.24 ,,,,
42961,DEFAULT,DEF,,,,,0,999,90, $47.24 ,,,,
42962,DEFAULT,DEF,,,,,0,999,90, $72.69 ,,,,
42970,DEFAULT,DEF,,,,,0,999,90, $112.65 ,,,,
42971,DEFAULT,DEF,,,,,0,999,90, $112.65 ,,,,
42972,DEFAULT,DEF,,,,,0,999,90, $145.36 ,,,,
42975,DEFAULT,DEF,,,,,0,999,0, $93.72 ,,,New code effective 01/01/2022,
43020,DEFAULT,DEF,,,,,0,999,90, $508.73 ,,,,
43030,DEFAULT,DEF,,,,,0,999,90, $454.23 ,,,,
43045,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
43100,DEFAULT,DEF,,,,,0,999,90, $508.73 ,,,,
43101,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
43107,DEFAULT,DEF,,,,,0,999,90," $1,534.20 ",,,,
43108,DEFAULT,DEF,,,,,0,999,90," $2,810.38 ",,,,
43112,DEFAULT,DEF,,,,,0,999,90," $1,783.11 ",,,,
43113,DEFAULT,DEF,,,,,0,999,90," $2,808.57 ",,,,
43116,DEFAULT,DEF,,,,,0,999,90," $3,195.57 ",,,,
43117,DEFAULT,DEF,,,,,0,999,90," $1,791.47 ",,,,
43118,DEFAULT,DEF,,,,,0,999,90," $2,313.28 ",,,,
43121,DEFAULT,DEF,,,,,0,999,90," $2,054.55 ",,,,
43122,DEFAULT,DEF,,,,,0,999,90," $1,672.28 ",,,,
43123,DEFAULT,DEF,,,,,0,999,90," $2,825.29 ",,,,
43124,DEFAULT,DEF,,,,,0,999,90," $2,415.39 ",,,,
43130,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
43135,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,,
43180,DEFAULT,DEF,,,,,0,999,90, $445.50 ,,,,
43191,DEFAULT,DEF,,,,,0,999,0, $107.56 ,,,,
43192,DEFAULT,DEF,,,,,0,999,0, $128.28 ,,,,
43193,DEFAULT,DEF,,,,,0,999,0, $152.63 ,,,,
43194,DEFAULT,DEF,,,,,0,999,0, $138.43 ,,,,
43195,DEFAULT,DEF,,,,,0,999,0, $152.98 ,,,,
43196,DEFAULT,DEF,,,,,0,999,0, $167.88 ,,,,
43197,DEFAULT,DEF,,,,,0,999,0, $155.15 ,,,,
43198,DEFAULT,DEF,,,,,0,999,0, $173.33 ,,,,
43200,DEFAULT,DEF,,,,,0,999,0, $119.92 ,,,,
43201,DEFAULT,DEF,,,,,0,999,0, $184.95 ,,,,
43202,DEFAULT,DEF,,,,,0,999,0, $156.25 ,,,,
43204,DEFAULT,DEF,,,,,0,999,0, $211.12 ,,,,
43205,DEFAULT,DEF,,,,,0,999,0, $177.34 ,,,,
43210,DEFAULT,DEF,,,,,0,999,0, $343.38 ,,,,
43211,DEFAULT,DEF,,,,,0,999,0, $208.22 ,,,,
43212,DEFAULT,DEF,,,,,0,999,0, $164.25 ,,,,
43213,DEFAULT,DEF,,,,,0,999,0," $1,037.46 ",,,,
43214,DEFAULT,DEF,,,,,0,999,0, $167.51 ,,,,
43215,DEFAULT,DEF,,,,,0,999,0, $137.00 ,,,,
43216,DEFAULT,DEF,,,,,0,999,0, $181.33 ,,,,
43217,DEFAULT,DEF,,,,,0,999,0, $199.86 ,,,,
43220,DEFAULT,DEF,,,,,0,999,0, $112.65 ,,,,
43226,DEFAULT,DEF,,,,,0,999,0, $29.08 ,,,,
43227,DEFAULT,DEF,,,,,0,999,0, $174.41 ,,,,
43229,DEFAULT,DEF,,,,,0,999,0, $611.56 ,,,,
43231,DEFAULT,DEF,,,,,0,999,0, $179.51 ,,,,
43232,DEFAULT,DEF,,,,,0,999,0, $218.75 ,,,,
43233,DEFAULT,DEF,,,,,0,999,0, $208.59 ,,,,
43235,DEFAULT,DEF,,,,,0,999,0, $152.63 ,,,,
43236,DEFAULT,DEF,,,,,0,999,0, $215.83 ,,,,
43237,DEFAULT,DEF,,,,,0,999,0, $155.53 ,,,,
43238,DEFAULT,DEF,,,,,0,999,0, $192.96 ,,,,
43239,DEFAULT,DEF,,,,,0,999,0, $174.41 ,,,,
43240,DEFAULT,DEF,,,,,0,999,0, $301.96 ,,,,
43241,DEFAULT,DEF,,,,,0,999,0, $138.09 ,,,,
43242,DEFAULT,DEF,,,,,0,999,0, $238.74 ,,,,
43243,DEFAULT,DEF,,,,,0,999,0, $218.04 ,,,,
43244,DEFAULT,DEF,,,,,0,999,0, $214.76 ,,,,
43245,DEFAULT,DEF,,,,,0,999,0, $166.07 ,,,,
43246,DEFAULT,DEF,,,,,0,999,0, $218.04 ,,,,
43247,DEFAULT,DEF,,,,,0,999,0, $177.34 ,,,,
43248,DEFAULT,DEF,,,,,0,999,0, $178.77 ,,,,
43249,DEFAULT,DEF,,,,,0,999,0, $164.62 ,,,,
43250,DEFAULT,DEF,,,,,0,999,0, $176.59 ,,,,
43251,DEFAULT,DEF,,,,,0,999,0, $192.96 ,,,,
43253,DEFAULT,DEF,,,,,0,999,0, $230.75 ,,,,
43254,DEFAULT,DEF,,,,,0,999,0, $239.48 ,,,,
43255,DEFAULT,DEF,,,,,0,999,0, $199.86 ,,,,
43257,DEFAULT,DEF,,,,,0,999,0, $234.02 ,,,,
43259,DEFAULT,DEF,,,,,0,999,0, $183.52 ,,,,
43260,DEFAULT,DEF,,,,,0,999,0, $254.36 ,,,,
43261,DEFAULT,DEF,,,,,0,999,0, $320.14 ,,,,
43262,DEFAULT,DEF,,,,,0,999,0, $377.55 ,,,,
43263,DEFAULT,DEF,,,,,0,999,0, $356.11 ,,,,
43264,DEFAULT,DEF,,,,,0,999,0, $392.45 ,,,,
43265,DEFAULT,DEF,,,,,0,999,0, $418.61 ,,,,
43266,DEFAULT,DEF,,,,,0,999,0, $198.40 ,,,,
43270,DEFAULT,DEF,,,,,0,999,0, $609.38 ,,,,
43273,DEFAULT,DEF,,,,,0,999,0, $97.02 ,,,,
43274,DEFAULT,DEF,,,,,0,999,0, $410.62 ,,,,
43275,DEFAULT,DEF,,,,,0,999,0, $338.30 ,,,,
43276,DEFAULT,DEF,,,,,0,999,0, $426.96 ,,,,
43277,DEFAULT,DEF,,,,,0,999,0, $340.49 ,,,,
43278,DEFAULT,DEF,,,,,0,999,0, $387.00 ,,,,
43279,DEFAULT,DEF,,,,,0,999,90, $900.82 ,,,,
43280,DEFAULT,DEF,,,,,0,999,90, $864.48 ,,,,
43281,DEFAULT,DEF,,,,,0,999,90, $954.60 ,,,,
43282,DEFAULT,DEF,,,,,0,999,90," $1,073.44 ",,,,
43283,DEFAULT,DEF,,,,,0,999,0, $132.26 ,,,,
43284,DEFAULT,DEF,,,,,0,999,90, $257.96 ,,,,
43285,DEFAULT,DEF,,,,,0,999,90, $297.98 ,,,,
43286,DEFAULT,DEF,,,,,0,999,90," $1,309.30 ",,,,
43287,DEFAULT,DEF,,,,,0,999,90," $1,348.43 ",,,,
43288,DEFAULT,DEF,,,,,0,999,90," $1,431.63 ",,,,
43300,DEFAULT,DEF,,,,,0,999,90, $564.33 ,,,,
43305,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,,
43310,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,,
43312,DEFAULT,DEF,,,,,0,999,90," $1,126.49 ",,,,
43313,DEFAULT,DEF,,,,,0,999,90," $2,095.24 ",,,,
43314,DEFAULT,DEF,,,,,0,999,90," $2,303.10 ",,,,
43320,DEFAULT,DEF,,,,,0,999,90, $908.44 ,,,,
43325,DEFAULT,DEF,,,,,0,999,90, $872.10 ,,,,
43327,DEFAULT,DEF,,,,,0,999,90, $667.53 ,,,,
43328,DEFAULT,DEF,,,,,0,999,90, $974.95 ,,,,
43330,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
43331,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
43332,DEFAULT,DEF,,,,,0,999,90, $955.32 ,,,,
43333,DEFAULT,DEF,,,,,0,999,90," $1,037.46 ",,,,
43334,DEFAULT,DEF,,,,,0,999,90," $1,047.99 ",,,,
43335,DEFAULT,DEF,,,,,0,999,90," $1,129.02 ",,,,
43336,DEFAULT,DEF,,,,,0,999,90," $1,235.12 ",,,,
43337,DEFAULT,DEF,,,,,0,999,90," $1,348.86 ",,,,
43338,DEFAULT,DEF,,,,,0,999,0, $109.74 ,,,,
43340,DEFAULT,DEF,,,,,0,999,90, $872.10 ,,,,
43341,DEFAULT,DEF,,,,,0,999,90, $908.44 ,,,,
43351,DEFAULT,DEF,,,,,0,999,90, $508.73 ,,,,
43352,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
43360,DEFAULT,DEF,,,,,0,999,90," $1,511.66 ",,,,
43361,DEFAULT,DEF,,,,,0,999,90," $1,728.24 ",,,,
43400,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
43405,DEFAULT,DEF,,,,,0,999,90, $953.52 ,,,,
43410,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
43415,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
43420,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
43425,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,,
43450,DEFAULT,DEF,,,,,0,999,0, $50.89 ,,,,
43453,DEFAULT,DEF,,,,,0,999,0, $109.02 ,,,,
43460,DEFAULT,DEF,,,,,0,999,0, $138.09 ,,,,
43496,DEFAULT,DEF,,,,,0,999,90, $637.00 ,,,,
43497,DEFAULT,DEF,,,,,0,999,90, $659.24 ,,,New code effective 01/01/2022,
43500,DEFAULT,DEF,,,,,0,999,90, $436.06 ,,,,
43501,DEFAULT,DEF,,,,,0,999,90, $436.06 ,,,,
43502,DEFAULT,DEF,,,,,0,999,90, $555.97 ,,,,
43510,DEFAULT,DEF,,,,,0,999,90, $508.73 ,,,,
43520,DEFAULT,DEF,,,,,0,999,90, $399.72 ,,,,
43605,DEFAULT,DEF,,,,,0,999,90, $436.06 ,,,,
43610,DEFAULT,DEF,,,,,0,999,90, $526.90 ,,,,
43611,DEFAULT,DEF,,,,,0,999,90, $627.56 ,,,,
43620,DEFAULT,DEF,,,,,0,999,90," $1,017.46 ",,,,
43621,DEFAULT,DEF,,,,,0,999,90," $1,125.40 ",,,,
43622,DEFAULT,DEF,,,,,0,999,90," $1,164.28 ",,,,
43631,DEFAULT,DEF,,,,,0,999,90, $932.43 ,,,,
43632,DEFAULT,DEF,,,,,0,999,90, $932.43 ,,,,
43633,DEFAULT,DEF,,,,,0,999,90, $945.15 ,,,,
43634,DEFAULT,DEF,,,,,0,999,90," $1,262.76 ",,,,
43635,DEFAULT,DEF,,,,,0,999,0, $101.38 ,,,,
43640,DEFAULT,DEF,,,,,0,999,90, $690.42 ,,,,
43641,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,,
43644,DEFAULT,DEF,,,,,0,999,90," $1,216.23 ",,Yes,,
43645,DEFAULT,DEF,,,,,0,999,90," $1,311.08 ",,Yes,,
43647,DEFAULT,DEF,,,,,0,999,90," $2,014.57 ",,Yes,,
43648,DEFAULT,DEF,,,,,0,999,90," $2,014.57 ",,,,
43651,DEFAULT,DEF,,,,,0,999,90, $470.93 ,,,,
43652,DEFAULT,DEF,,,,,0,999,90, $563.97 ,,,,
43653,DEFAULT,DEF,,,,,0,999,90, $406.26 ,,,,
43752,DEFAULT,DEF,,,,,0,999,0, $31.98 ,,,,
43753,DEFAULT,DEF,,,,,0,999,0, $17.07 ,,,,
43754,DEFAULT,DEF,,,,,0,999,0, $65.05 ,,,,
43755,DEFAULT,DEF,,,,,0,999,0, $99.56 ,,,,
43756,DEFAULT,DEF,,,,,0,999,0, $180.96 ,,,,
43757,DEFAULT,DEF,,,,,0,999,0, $232.56 ,,,,
43760,DEFAULT,DEF,,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
43761,DEFAULT,DEF,,,,,0,999,0, $83.95 ,,,,
43762,DEFAULT,DEF,,,,,0,999,0, $136.55 ,,,,
43763,DEFAULT,DEF,,,,,0,999,0, $283.82 ,,,,
43770,DEFAULT,DEF,,,,,0,999,90, $734.40 ,,Yes,,
43771,DEFAULT,DEF,,,,,0,999,90, $845.22 ,,,,
43772,DEFAULT,DEF,,,,,0,999,90, $644.28 ,,,,
43773,DEFAULT,DEF,,,,,0,999,90, $845.22 ,,,,
43774,DEFAULT,DEF,,,,,0,999,90, $646.45 ,,,,
43775,DEFAULT,DEF,,,,,0,999,90, $802.69 ,,Yes,,
43800,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
43810,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
43820,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
43825,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
43830,DEFAULT,DEF,,,,,0,999,90, $399.72 ,,,,
43831,DEFAULT,DEF,,,,,0,2,90, $290.70 ,,,,
43832,DEFAULT,DEF,,,,,0,999,90, $581.40 ,,,,
43840,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
43842,DEFAULT,DEF,,,,,0,999,90, $794.00 ,,Yes,,
43843,DEFAULT,DEF,,,,,0,999,90, $966.95 ,,Yes,,
43845,DEFAULT,DEF,,,,,0,999,90," $1,220.59 ",,Yes,,
43846,DEFAULT,DEF,,,,,0,999,90, $872.10 ,,Yes,,
43847,DEFAULT,DEF,,,,,0,999,90," $1,176.99 ",,Yes,,
43848,DEFAULT,DEF,,,,,0,999,90," $1,248.21 ",,Yes,,
43850,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,"Code terminated, effective 01/01/2022",
43855,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,"Code terminated, effective 01/01/2022",
43860,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,,
43865,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,,
43870,DEFAULT,DEF,,,,,0,999,90, $363.39 ,,,,
43880,DEFAULT,DEF,,,,,0,999,90, $581.40 ,,,,
43881,DEFAULT,DEF,,,,,0,999,90," $1,260.92 ",,Yes,,
43882,DEFAULT,DEF,,,,,0,999,90," $1,500.39 ",,,,
43886,DEFAULT,DEF,,,,,0,999,90, $206.04 ,,,,
43887,DEFAULT,DEF,,,,,0,999,90, $200.59 ,,,,
43888,DEFAULT,DEF,,,,,0,999,90, $284.52 ,,,,
44005,DEFAULT,DEF,,,,,0,999,90, $526.90 ,,,,
44010,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
44015,DEFAULT,DEF,,,,,0,999,0, $130.08 ,,,,
44020,DEFAULT,DEF,,,,,0,999,90, $508.73 ,,,,
44021,DEFAULT,DEF,,,,,0,999,90, $581.40 ,,,,
44025,DEFAULT,DEF,,,,,0,999,90, $545.06 ,,,,
44050,DEFAULT,DEF,,,,,0,999,90, $526.90 ,,,,
44055,DEFAULT,DEF,,,,,0,999,90, $526.90 ,,,,
44100,DEFAULT,DEF,,,,,0,999,0, $105.39 ,,,,
44110,DEFAULT,DEF,,,,,0,999,90, $526.90 ,,,,
44111,DEFAULT,DEF,,,,,0,999,90, $581.40 ,,,,
44120,DEFAULT,DEF,,,,,0,999,90, $635.92 ,,,,
44121,DEFAULT,DEF,,,,,0,999,0, $218.75 ,,,,
44125,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
44126,DEFAULT,DEF,,,,,0,999,90," $1,568.71 ",,,,
44127,DEFAULT,DEF,,,,,0,999,90," $1,803.80 ",,,,
44128,DEFAULT,DEF,,,,,0,999,0, $192.59 ,,,,
44130,DEFAULT,DEF,,,,,0,999,90, $472.40 ,,,,
44132,DEFAULT,DEF,,,,,0,999,0, Not A Benefit ,,,,
44133,DEFAULT,DEF,,,,,0,999,0, Not A Benefit ,,,,
44135,DEFAULT,DEF,,,,,0,999,0, Not A Benefit ,,,,
44136,DEFAULT,DEF,,,,,0,999,0, Not A Benefit ,,,,
44137,DEFAULT,DEF,,,,,0,999,0," $1,389.57 ",,,,
44139,DEFAULT,DEF,,,,,0,999,0, $109.38 ,,,,
44140,DEFAULT,DEF,,,,,0,999,90, $654.09 ,,,,
44141,DEFAULT,DEF,,,,,0,999,90, $726.76 ,,,,
44143,DEFAULT,DEF,,,,,0,999,90, $617.74 ,,,,
44144,DEFAULT,DEF,,,,,0,999,90, $617.74 ,,,,
44145,DEFAULT,DEF,,,,,0,999,90, $763.10 ,,,,
44146,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,,
44147,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,,
44150,DEFAULT,DEF,,,,,0,999,90, $835.78 ,,,,
44151,DEFAULT,DEF,,,,,0,999,90," $1,199.14 ",,,,
44155,DEFAULT,DEF,,,,,0,999,90," $1,053.80 ",,,,
