Associated_Codes,Cash_Discount_Price_Price,DeIdentified_Max_Allowed,Deidentified_Min_Allowed,description,Gross_Charge,iobSelection,payer,Payer_Allowed_Amount
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,United Healthcare Indemnity Insurance,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,United Healthcare Medicaid,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,United Healthcare Medicare Advantage,908.2900
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,United Healthcare Point of Service (POS),1665.5600
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,United Healthcare Preferred Provider Organization (PPO),1789.7000
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Health Maintenance Organization,536.5700
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Indemnity Insurance,573.8300
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Medicaid,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Medicare Advantage,155.4600
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Point of Service (POS),480.3000
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Aetna Preferred Provider Organization (PPO),384.2900
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Anthem BCBS Indemnity Insurance,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Anthem BCBS Medicaid,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Anthem BCBS Medicare Advantage,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Anthem BCBS Point of Service (POS),N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),470.3000
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Cigna Exclusive Provider Organization (EPO),1033.4400
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Cigna Health Maintenance Organization,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Cigna Indemnity Insurance,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Cigna Medicare Advantage,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Cigna Point of Service (POS),537.5700
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Cigna Preferred Provider Organization (PPO),141.6300
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Colorado Access Medicaid,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Denver Health Medical Plan Health Maintenance Organization,359.1100
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Denver Health Medical Plan Medicare Advantage,346.1000
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Humana Health Maintenance Organization,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Humana Medicaid,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Humana Medicare Advantage,131.6800
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Humana Point of Service (POS),N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Humana Preferred Provider Organization (PPO),918.7700
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,PacifiCare of Colorado Medicare Advantage,154.6000
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),454.7300
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,612.8600
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,454.7300
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,158.9300
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,133.3100
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),617.6000
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Behavioral Health Managed Care,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Dual Complete Managed Care,182.4500
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Exclusive Provider Organization (EPO),1045.1800
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Health Maintenance Organization,1508.0300
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Indemnity Insurance,408.8900
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Medicaid,N/A
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Medicare Advantage,149.6400
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Point of Service (POS),967.7200
71260,1129.9300,1508.0300,131.6800,CAT Scan of Chest With Contrast,3228.3800,Outpatient,United Healthcare Preferred Provider Organization (PPO),514.1700
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Health Maintenance Organization,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Indemnity Insurance,1555.9200
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Medicaid,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Medicare Advantage,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Point of Service (POS),N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Anthem BCBS Indemnity Insurance,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Anthem BCBS Medicaid,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Anthem BCBS Medicare Advantage,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Anthem BCBS Point of Service (POS),N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Cigna Exclusive Provider Organization (EPO),1376.0200
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Cigna Health Maintenance Organization,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Cigna Indemnity Insurance,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Cigna Medicare Advantage,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Cigna Point of Service (POS),1537.2000
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Cigna Preferred Provider Organization (PPO),780.9500
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Colorado Access Medicaid,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Denver Health Medical Plan Health Maintenance Organization,542.3200
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Denver Health Medical Plan Medicare Advantage,108.8600
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Humana Health Maintenance Organization,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Humana Medicaid,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Humana Medicare Advantage,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Humana Point of Service (POS),N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Humana Preferred Provider Organization (PPO),794.2500
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,PacifiCare of Colorado Medicare Advantage,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),480.0000
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,594.5600
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,766.5100
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,480.0000
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),2292.0800
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),620.0500
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Behavioral Health Managed Care,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Dual Complete Managed Care,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Exclusive Provider Organization (EPO),1501.0000
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Health Maintenance Organization,2485.6500
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Indemnity Insurance,497.5700
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Medicaid,N/A
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Medicare Advantage,108.6000
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Point of Service (POS),2052.8200
72125,1001.8800,2485.6500,108.6000,CAT Scan of Neck Spine Without Contrast,2862.5200,Outpatient,United Healthcare Preferred Provider Organization (PPO),1279.6800
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Health Maintenance Organization,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Indemnity Insurance,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Medicaid,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Medicare Advantage,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Point of Service (POS),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Anthem BCBS Indemnity Insurance,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Anthem BCBS Medicaid,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Anthem BCBS Medicare Advantage,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Anthem BCBS Point of Service (POS),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Cigna Health Maintenance Organization,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Cigna Indemnity Insurance,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Cigna Medicare Advantage,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Cigna Point of Service (POS),1100.0000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Colorado Access Medicaid,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Denver Health Medical Plan Health Maintenance Organization,373.3600
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Denver Health Medical Plan Medicare Advantage,126.6800
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Humana Health Maintenance Organization,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Humana Medicaid,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Humana Medicare Advantage,108.6000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Humana Point of Service (POS),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Humana Preferred Provider Organization (PPO),421.6400
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,PacifiCare of Colorado Medicare Advantage,108.6000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,108.6000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),480.0000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),960.0000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Behavioral Health Managed Care,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Dual Complete Managed Care,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Health Maintenance Organization,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Indemnity Insurance,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Medicaid,N/A
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Medicare Advantage,108.6000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Point of Service (POS),1501.0000
72192,621.3000,1501.0000,108.6000,CAT Scan of Pelvis Without Contrast,1775.1500,Outpatient,United Healthcare Preferred Provider Organization (PPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Health Maintenance Organization,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Indemnity Insurance,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Medicaid,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Medicare Advantage,233.3300
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Point of Service (POS),743.0000
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Aetna Preferred Provider Organization (PPO),743.0000
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Anthem BCBS Indemnity Insurance,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Anthem BCBS Medicaid,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Anthem BCBS Medicare Advantage,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Anthem BCBS Point of Service (POS),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),1300.0000
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Cigna Health Maintenance Organization,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Cigna Indemnity Insurance,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Cigna Medicare Advantage,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Cigna Point of Service (POS),849.9700
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Colorado Access Medicaid,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Denver Health Medical Plan Health Maintenance Organization,579.8900
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Denver Health Medical Plan Medicare Advantage,288.4700
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Humana Health Maintenance Organization,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Humana Medicaid,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Humana Medicare Advantage,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Humana Point of Service (POS),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Humana Preferred Provider Organization (PPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,PacifiCare of Colorado Medicare Advantage,229.3400
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),1300.0000
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Behavioral Health Managed Care,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Dual Complete Managed Care,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Health Maintenance Organization,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Indemnity Insurance,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Medicaid,N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Medicare Advantage,375.1700
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Point of Service (POS),N/A
72195,646.7700,1300.0000,229.3400,MRI of Pelvis Without Contrast,1847.9200,Outpatient,United Healthcare Preferred Provider Organization (PPO),N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Health Maintenance Organization,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Indemnity Insurance,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Medicaid,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Medicare Advantage,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Point of Service (POS),N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Anthem BCBS Indemnity Insurance,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Anthem BCBS Medicaid,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Anthem BCBS Medicare Advantage,N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Anthem BCBS Point of Service (POS),N/A
72196,792.1300,1018.4500,1018.4500,MRI of Pelvis With Contrast,2263.2200,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
